"actaxon","acauth","taxon","auth","genus","kingdom","phylum","class","order","family","type"
"Anabaena verrucosa","J.B.Petersen","Anabaena verrucosa","J.B.Petersen","Anabaena","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Anabaena wisconsinense","Prescott","Anabaena wisconsinense","Prescott","Anabaena","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Aulosira implexa","Bornet & Flahault, 1885","Aulosira implexa","Bornet & Flahault, 1885","Aulosira","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Aulosira laxa","Kirchn. ex Bornet & Flahault","Aulosira laxa","Kirchn. ex Bornet & Flahault","Aulosira","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum catenatum","Ralfs","Cylindrospermum catenatum","Ralfs","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum licheniforme","Kütz. ex Bornet & Flahault","Anabaena licheniformis","Bory","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum licheniforme","Kütz. ex Bornet & Flahault","Cylindrospermum licheniforme","Kütz. ex Bornet & Flahault","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum majus","Kütz. ex Bornet & Flahault","Cylindrospermum majus","Kütz. ex Bornet & Flahault","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum majus","Kütz. ex Bornet & Flahault","Nodularia spumigena var. major","Bornet & Flahault, 1886","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum marchicum","Lemmerm.","Cylindrospermum marchicum","Lemmerm.","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum minimum","G.S.West","Cylindrospermum minimum","G.S.West","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum minutissimum","Collins","Cylindrospermum minutissimum","Collins","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum muscicola","Kütz. ex Bornet & Flahault","Cylindrospermum muscicola","Kütz. ex Bornet & Flahault","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum sp.","sp003994795","Cylindrospermum sp.","sp003994795","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Cylindrospermum stagnale","Bornet & Flahault","Cylindrospermum stagnale","Bornet & Flahault","Cylindrospermum","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc caeruleum","Lyngbye ex Bornet & Flahault","Nostoc caeruleum","Lyngbye ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc caeruleum","Lyngbye ex Bornet & Flahault","Nostoc coeruleum","(Lyngb.) Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc calcicola","Bréb. ex Bornet & Flahault","Nostoc calcicola","Bréb. ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc carneum","C.Agardh ex Bornet & Flahault","Nostoc carneum","C.Agardh ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc carneum","C.Agardh ex Bornet & Flahault","Nostoc spongiaeforme","C.Agardh ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc comminutum","Kuetzing","Nostoc comminutum","Kuetzing","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc commune","Vaucher ex Bornet & Flahault","Nostoc commune","Vaucher ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc commune var. commune","","Nostoc commune var. commune","","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc commune var. flagelliforme","(Berk. & Curtis) Bornet & Flahault","Nostoc commune var. flagelliforme","(Berk. & Curtis) Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc depressum","Wood","Nostoc depressum","Wood","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc edaphicum","B","Nostoc edaphicum","B","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc ellipsosporum","Rabenhorst ex Bornet & Flahault","Nostoc ellipsosporum","Rabenhorst ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc flagelliforme","A","Nostoc flagelliforme","A","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc foliaceum","Moug. ex Bornet & Flahault","Nostoc foliaceum","Moug. ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc humifusum","Carmich. ex Bornet & Flahault","Nostoc humifusum","Carmich. ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc kihlmanii","Lemmerm.","Nostoc kihlmanii","Lemmerm.","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc linckia","B","Nostoc linckia","B","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc linckia","B","Nostoc piscinale","Kütz.","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc maculiforme","Bornet & Flahault, 1888","Nostoc maculiforme","Bornet & Flahault, 1888","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc microscopicum","Carmich. ex Bornet & Flahault","Nostoc microscopicum","Carmich. ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc minutissimum","Kütz. ex Bornet & Flahault","Nostoc minutissimum","Kütz. ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc muscorum","C.Agardh ex Bornet & Flahault","Desmonostoc muscorum","(C.Agardh ex Bornet & Flahault)","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc muscorum","C.Agardh ex Bornet & Flahault","Nostoc muscorum","C.Agardh ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc paludosum","Kütz. ex Bornet & Flahault","Nostoc cuticulare","Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc paludosum","Kütz. ex Bornet & Flahault","Nostoc entophytum","Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc paludosum","Kütz. ex Bornet & Flahault","Nostoc paludosum","Kütz. ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc parmelioides","Kütz. ex Bornet & Flahault","Nostoc parmelioides","Kütz. ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc pruniforme","C.Agardh ex Bornet & Flahault","Nostoc pruniforme","C.Agardh ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc punctiforme","Har.","Nostoc punctiforme","Har.","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc rivulare","Kütz.","Nostoc rivulare","Kütz.","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc sp.","piscinale","Nostoc sp.","piscinale","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc sphaericum","Vaucher ex Bornet & Flahault","Nostoc sphaericum","Vaucher ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc sphaeroides","Kütz. ex Bornet & Flahault","Nostoc sphaeroides","Kütz. ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc verrucosum","Vaucher ex Bornet & Flahault","Nostoc verrucosum","Vaucher ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Nostoc zetterstedtii","Aresch. ex Bornet & Flahault","Nostoc zetterstedtii","Aresch. ex Bornet & Flahault","Nostoc","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Trichormus azollae","(Strasb.) Komárek & Anagn.","Anabaena azollae","Strasb.","Trichormus","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Trichormus azollae","(Strasb.) Komárek & Anagn.","Trichormus azollae","(Strasb.) Komárek & Anagn.","Trichormus","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Trichormus fertilissima","(Rao) Komárek & Anagn.","Anabaena fertilissima","Rao","Trichormus","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Trichormus fertilissima","(Rao) Komárek & Anagn.","Trichormus fertilissima","(Rao) Komárek & Anagn.","Trichormus","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Trichormus variabilis","(Kütz. ex Bornet & Flahault) Komárek & Anagn.","Trichormus variabilis","(Kütz. ex Bornet & Flahault) Komárek & Anagn.","Trichormus","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Wollea saccata","Bornet & Flahault, 1886","Wollea saccata","Bornet & Flahault, 1886","Wollea","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Cyanobacteria"
"Calothrix adscendens","(Naeg.) Born. & Flah.","Calothrix adscendens","(Naeg.) Born. & Flah.","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix aeruginea","Thur. ex Bornet & Flahault","Calothrix aeruginea","Thur. ex Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix atricha","Fremy, 1930","Calothrix atricha","Fremy, 1930","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix braunii","Bornet & Flahault","Calothrix braunii","Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix confervicola","J.Agardh ex Bornet & Flahault","Calothrix confervicola","J.Agardh ex Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix contareni","(Zanardini) Bornet & Flahault, 1886","Calothrix contareni","(Zanardini) Bornet & Flahault, 1886","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix crustacea","Schousboe ex Thuret, 1876","Calothrix crustacea","Schousboe ex Thuret, 1876","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix crustaceae","Thuret ex Bornet & Flahault","Calothrix crustaceae","Thuret ex Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix epiphytica","W.West & G.S.West","Calothrix epiphytica","W.West & G.S.West","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix fasciculata","C.Agardh ex Bornet & Flahault","Calothrix fasciculata","C.Agardh ex Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix fusca","Bornet & Flahault","Calothrix fusca","Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix fuscoviolacea","P.L.Crouan & H.M.Crouan ex Bornet & Flahault, 1886","Calothrix fuscoviolacea","P.L.Crouan & H.M.Crouan ex Bornet & Flahault, 1886","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix gypsophila","Thuret, 1875","Calothrix gypsophila","Thuret, 1875","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix nodulosa","Setchell & N.L.Gardner, 1924","Calothrix nodulosa","Setchell & N.L.Gardner, 1924","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix parasitica","(Chauv.) Thur. ex Bornet & Flahault","Calothrix parasitica","(Chauv.) Thur. ex Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix parietina","Thur. ex Bornet & Flahault","Calothrix parietina","Thur. ex Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix pilosa","","Calothrix pilosa","","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix pulvinata","C.Agardh ex Bornet & Flahault","Calothrix pulvinata","C.Agardh ex Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix scopulorum","C.Agardh ex Bornet & Flahault","Calothrix scopulorum","C.Agardh ex Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix scytonemicola","Tilden","Calothrix scytonemicola","Tilden","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix simulans","Gardner","Calothrix simulans","Gardner","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix stagnalis","Gomont","Calothrix stagnalis","Gomont","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix stellaris","Bornet & Flahault","Calothrix stellaris","Bornet & Flahault","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix thermalis","(Schwabe) Hansgirg","Calothrix thermalis","(Schwabe) Hansgirg","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Calothrix vivipara","Harvey, 1858","Calothrix vivipara","Harvey, 1858","Calothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix baueriana","Bornet & Flahault","Dichothrix baueriana","Bornet & Flahault","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix calcerea","Tilden","Dichothrix calcerea","Tilden","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix compacta","Bornet & Flahault","Dichothrix compacta","Bornet & Flahault","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix gypsophila","Bornet & Flahault","Dichothrix gypsophila","Bornet & Flahault","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix hosfordii","(Wolle) Bornet In Setchell","Dichothrix hosfordii","(Wolle) Bornet In Setchell","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix inyoensis","Drouet","Dichothrix inyoensis","Drouet","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix montana","Tilden","Dichothrix montana","Tilden","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix orsiniana","Bornet & Flahault","Dichothrix orsiniana","Bornet & Flahault","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix penicillata","Zanardini Ex Born. & Flah.","Dichothrix penicillata","Zanardini Ex Born. & Flah.","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Dichothrix rupicola","F.S.Collins, 1901","Dichothrix rupicola","F.S.Collins, 1901","Dichothrix","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Gardnerula corymbosa","","Gardnerula corymbosa","","Gardnerula","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Gloeotrichia echinulata","P.G.Richt.","Gloeotrichia echinulata","P.G.Richt.","Gloeotrichia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Gloeotrichia natans","Rabenh. ex Bornet & Flahault","Gloeotrichia natans","Rabenh. ex Bornet & Flahault","Gloeotrichia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Gloeotrichia natans","Rabenh. ex Bornet & Flahault","Rivularia natans","(Hedw.) S.F.Gray","Gloeotrichia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Gloeotrichia pisum","Thur. ex Bornet & Flahault","Gloeotrichia pisum","Thur. ex Bornet & Flahault","Gloeotrichia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Isactis plana","Thur. ex Bornet & Flahault","Isactis plana","Thur. ex Bornet & Flahault","Isactis","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Richelia intracellularis","B","Richelia intracellularis","B","Richelia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Rivularia atra","Roth ex Bornet & Flahault","Rivularia atra","Roth ex Bornet & Flahault","Rivularia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Rivularia beccariana","Bornet & Flahault","Rivularia beccariana","Bornet & Flahault","Rivularia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Rivularia biasolettiana","Menegh. ex Bornet & Flahault","Rivularia biasolettiana","Menegh. ex Bornet & Flahault","Rivularia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Rivularia compacta","Collins","Rivularia compacta","Collins","Rivularia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Rivularia dura","Roth ex Bornet & Flahault","Rivularia dura","Roth ex Bornet & Flahault","Rivularia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Rivularia haematites","C.Agardh ex Bornet & Flahault","Rivularia haematites","C.Agardh ex Bornet & Flahault","Rivularia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Rivularia minutula","(Kütz.) Bornet & Flahault","Rivularia minutula","(Kütz.) Bornet & Flahault","Rivularia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Rivularia nitida","C.Agardh ex Bornet & Flahault","Rivularia nitida","C.Agardh ex Bornet & Flahault","Rivularia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
"Rivularia polyotis","(C.Agardh) Bornet & Flahault","Rivularia polyotis","(C.Agardh) Bornet & Flahault","Rivularia","Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Rivulariaceae","Cyanobacteria"
